units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,samples,sites
NISP,NA,pollen,994,NA,Vascular plants,pollen,Arenaria,UPHE,34,3
NISP,NA,pollen,996,NA,Vascular plants,pollen,Ranunculus acris-type,UPHE,839,22
NISP,NA,pollen,997,NA,Vascular plants,pollen,Melampyrum,UPHE,170,19
NISP,NA,pollen,999,NA,Vascular plants,pollen,Cerastium-type,UPHE,94,10
NISP,NA,pollen,1012,NA,Vascular plants,pollen,Bupleurum,UPHE,44,9
NISP,NA,pollen,1013,NA,Vascular plants,pollen,Caryophyllaceae undiff.,UPHE,730,7
NISP,NA,pollen,1015,NA,Vascular plants,pollen,Nothofagus,TRSH,1,1
NISP,NA,pollen,1026,NA,Vascular plants,pollen,Empetrum-type,TRSH,216,9
NISP,NA,pollen,1050,NA,Vascular plants,pollen,Pinguicula,UPHE,24,2
NISP,NA,pollen,1069,NA,Vascular plants,pollen,Papaver,UPHE,27,3
NISP,NA,pollen,1072,NA,Vascular plants,pollen,Polygala,UPHE,10,5
NISP,NA,pollen,1073,NA,Vascular plants,pollen,Jasione,UPHE,68,11
NISP,NA,pollen,1074,NA,Vascular plants,pollen,Boraginaceae undiff.,UPHE,80,4
NISP,NA,pollen,1078,NA,Vascular plants,pollen,Trifolium,UPHE,26,6
NISP,NA,pollen,1086,NA,Vascular plants,pollen,Cardamine-type,UPHE,9,3
NISP,NA,pollen,1087,NA,Vascular plants,pollen,Rumex obtusifolius-type,UPHE,181,16
NISP,NA,pollen,1098,NA,Vascular plants,pollen,Juncus,AQVP,1,1
NISP,NA,pollen,1099,NA,Vascular plants,pollen,Scutellaria-type,UPHE,20,6
NISP,NA,pollen,1119,NA,Vascular plants,pollen,cf. Myrica,TRSH,1,1
NISP,NA,pollen,1121,NA,Vascular plants,pollen,Typha angustifolia-type,AQVP,105,2
NISP,NA,pollen,1142,NA,Vascular plants,pollen,Anemone,UPHE,56,3
NISP,NA,pollen,1143,NA,Vascular plants,pollen,Aconitum,UPHE,69,11
NISP,NA,pollen,1154,NA,Vascular plants,pollen,Androsace,UPHE,25,6
NISP,NA,pollen,1157,NA,Vascular plants,pollen,Saussurea,UPHE,11,7
NISP,NA,pollen,1159,NA,Vascular plants,pollen,Monotropoideae,UPHE,8,2
NISP,NA,pollen,1160,NA,Vascular plants,pollen,Scrophulariaceae undiff.,UPHE,63,3
NISP,NA,pollen,1161,NA,Vascular plants,pollen,Anemone-type,UPHE,10,1
NISP,NA,pollen,1162,NA,Vascular plants,pollen,Arctostaphylos,TRSH,5,2
NISP,NA,pollen,1163,NA,Vascular plants,pollen,Astragalus-type,UPHE,1,1
NISP,NA,pollen,1166,NA,Vascular plants,pollen,Hedysarum-type,UPHE,14,4
NISP,NA,pollen,1172,NA,Vascular plants,pollen,Apiaceae undiff.,UPHE,1166,10
NISP,NA,pollen,1173,NA,Vascular plants,pollen,Vaccinium-type,TRSH,26,4
NISP,NA,pollen,1178,NA,Vascular plants,pollen,Geraniaceae,UPHE,18,6
NISP,NA,pollen,1184,NA,Vascular plants,pollen,Bistorta officinalis,UPHE,50,10
NISP,NA,pollen,1203,NA,Vascular plants,pollen,Ulmaceae,TRSH,105,1
NISP,NA,pollen,1211,NA,Vascular plants,pollen,Myriophyllum undiff.,AQVP,94,1
NISP,NA,pollen,1222,NA,Vascular plants,pollen,Saxifraga undiff.,UPHE,12,3
NISP,NA,pollen,1237,NA,Vascular plants,pollen,Ostrya,TRSH,1070,12
NISP,NA,pollen,1249,NA,Vascular plants,pollen,Eucalyptus,TRSH,17,7
NISP,NA,pollen,1253,NA,Vascular plants,pollen,Cirsium,UPHE,623,23
NISP,NA,pollen,1260,NA,Vascular plants,pollen,Helianthemum,UPHE,1314,52
NISP,NA,pollen,1262,NA,Vascular plants,pollen,Solanum,UPHE,101,4
NISP,NA,pollen,1266,NA,Vascular plants,pollen,Euphorbia-type,UPHE,3,1
NISP,NA,pollen,1267,NA,Vascular plants,pollen,Bupleurum-type,UPHE,84,10
NISP,NA,pollen,1268,NA,Vascular plants,pollen,Typha latifolia-type,AQVP,357,23
NISP,NA,pollen,1278,NA,Vascular plants,pollen,Lythraceae,UPHE,9,1
NISP,NA,pollen,1279,NA,Vascular plants,pollen,Salsola-type,UPHE,44,1
NISP,NA,pollen,1287,NA,Vascular plants,pollen,Pinus sylvestris,TRSH,94,1
NISP,NA,pollen,1288,NA,Vascular plants,pollen,Picea abies,TRSH,499,6
NISP,NA,pollen,1298,NA,Vascular plants,pollen,Plumbaginaceae,UPHE,7,2
NISP,NA,pollen,1299,NA,Vascular plants,pollen,Alnus glutinosa,TRSH,244,4
NISP,NA,pollen,1301,NA,Vascular plants,pollen,Sanguisorba officinalis,UPHE,149,25
NISP,NA,pollen,1302,NA,Vascular plants,pollen,Valerianoideae,UPHE,22,12
NISP,NA,pollen,1306,NA,Vascular plants,pollen,Hippophaë rhamnoides,TRSH,412,28
NISP,NA,pollen,1307,NA,Vascular plants,pollen,Plantago maritima,UPHE,14,1
NISP,NA,pollen,1308,NA,Vascular plants,pollen,Echinops,UPHE,3,2
NISP,NA,pollen,1310,NA,Vascular plants,pollen,Myriophyllum spicatum,AQVP,411,22
NISP,NA,pollen,1311,NA,Vascular plants,pollen,Myriophyllum verticillatum,AQVP,58,11
NISP,NA,pollen,1315,NA,Vascular plants,pollen,Sorbus aucuparia,TRSH,9,2
NISP,NA,pollen,1316,NA,Vascular plants,pollen,Corylus avellana,TRSH,2146,30
NISP,NA,pollen,1319,NA,Vascular plants,pollen,Carpinus betulus,TRSH,2197,38
NISP,NA,pollen,1320,NA,Vascular plants,pollen,Fagus sylvatica,TRSH,627,6
NISP,NA,pollen,1321,NA,Vascular plants,pollen,Vitis vinifera,TRSH,44,2
NISP,NA,pollen,1324,NA,Vascular plants,pollen,Fagopyrum esculentum,UPHE,2,1
NISP,NA,pollen,1325,NA,Vascular plants,pollen,Scabiosa,UPHE,54,12
NISP,NA,pollen,1327,NA,Vascular plants,pollen,Convolvulaceae,UPHE,9,1
NISP,NA,pollen,1334,NA,Vascular plants,pollen,Viscum,TRSH,61,15
NISP,NA,pollen,1335,NA,Vascular plants,pollen,Humulus lupulus,UPHE,189,12
NISP,NA,pollen,1336,NA,Vascular plants,pollen,Centaurea cyanus,UPHE,51,14
NISP,NA,pollen,1339,NA,Vascular plants,pollen,Salvia,UPHE,41,3
NISP,NA,pollen,1340,NA,Vascular plants,pollen,Dipsacoideae,UPHE,77,16
NISP,NA,pollen,1341,NA,Vascular plants,pollen,Dipsacus,UPHE,4,3
NISP,NA,pollen,1346,NA,Vascular plants,pollen,Myriophyllum alterniflorum-type,AQVP,3,2
NISP,NA,pollen,1351,NA,Vascular plants,pollen,Spermatophyta undiff. (trees/shrubs),TRSH,146,1
NISP,NA,pollen,1358,NA,Vascular plants,pollen,Cupressaceae/Taxaceae,TRSH,54,1
NISP,NA,pollen,1392,NA,Vascular plants,pollen,Centaurea undiff.,UPHE,6,1
NISP,NA,pollen,1401,NA,Vascular plants,pollen,Lilium,UPHE,10,4
NISP,NA,pollen,1416,NA,Vascular plants,pollen,Galium-type,UPHE,1616,15
NISP,NA,pollen,1427,NA,Vascular plants,pollen,Limonium,UPHE,1,1
NISP,NA,pollen,1428,NA,Vascular plants,pollen,Filipendula,UPHE,1839,50
NISP,NA,pollen,1429,NA,Vascular plants,pollen,Carpinus,TRSH,452,16
NISP,NA,pollen,1434,NA,Vascular plants,pollen,Tofieldia,UPHE,4,2
NISP,NA,pollen,1435,NA,Vascular plants,pollen,Sorbus,TRSH,248,7
NISP,NA,pollen,1473,NA,Vascular plants,pollen,Saxifragaceae-type,UPHE,2,1
NISP,NA,pollen,1501,NA,Vascular plants,pollen,Convolvulus,UPHE,21,3
NISP,NA,pollen,1505,NA,Vascular plants,pollen,Carpinus-type,TRSH,198,2
NISP,NA,pollen,1510,NA,Vascular plants,pollen,Centaurea-type,UPHE,4,1
NISP,NA,pollen,1517,NA,Vascular plants,pollen,Calystegia,UPHE,19,6
NISP,NA,pollen,1529,NA,Vascular plants,pollen,Pedicularis-type,UPHE,1,1
NISP,NA,pollen,1530,NA,Vascular plants,pollen,Cerastium,UPHE,2,1
NISP,NA,pollen,1532,NA,Vascular plants,pollen,Rumex acetosella-type,UPHE,779,11
NISP,NA,pollen,1576,NA,Vascular plants,pollen,Impatiens noli-tangere,UPHE,1,1
NISP,NA,pollen,1594,NA,Vascular plants,pollen,cf. Polygonum,UPHE,1,1
NISP,NA,pollen,1596,NA,Vascular plants,pollen,Hypericum-type,UPHE,1,1
NISP,NA,pollen,1598,NA,Vascular plants,pollen,Primulaceae undiff.,UPHE,25,1
NISP,NA,pollen,1693,NA,Vascular plants,pollen,Cornaceae,TRSH,42,1
NISP,NA,pollen,1727,NA,Vascular plants,pollen,Ficus,TRSH,9,2
NISP,NA,pollen,1751,NA,Vascular plants,pollen,Thalictrum-type,UPHE,56,2
NISP,NA,pollen,1764,NA,Vascular plants,pollen,Apium,UPHE,45,8
NISP,NA,pollen,1915,NA,Vascular plants,pollen,Senecio-type,UPHE,602,10
NISP,NA,pollen,1931,NA,Vascular plants,pollen,Liliaceae-type,UPHE,75,13
NISP,NA,pollen,1932,NA,Vascular plants,pollen,Iris,UPHE,5,5
NISP,NA,pollen,1947,NA,Vascular plants,pollen,Poaceae (Cerealia-type),UPHE,660,11
NISP,NA,pollen,1997,NA,Vascular plants,pollen,Erythrina,TRSH,1,1
NISP,NA,pollen,2003,NA,Vascular plants,pollen,Malvaceae undiff.,UPHE,4,1
NISP,NA,pollen,2113,NA,Vascular plants,pollen,Poaceae (>40 µm),UPHE,13,1
NISP,NA,pollen,2127,NA,Vascular plants,pollen,Lathyrus-type,UPHE,30,6
NISP,NA,pollen,2129,NA,Vascular plants,pollen,Lotus-type,UPHE,203,28
NISP,NA,pollen,2160,NA,Vascular plants,pollen,Geum,UPHE,18,6
NISP,NA,pollen,2196,NA,Vascular plants,pollen,Epilobium-type,UPHE,6,1
NISP,NA,pollen,2209,NA,Vascular plants,pollen,Linaria,UPHE,1,1
NISP,NA,pollen,2224,NA,Vascular plants,pollen,Myriophyllum verticillatum-type,AQVP,114,3
NISP,NA,pollen,2227,NA,Vascular plants,pollen,Rhynchospora alba,AQVP,2,1
NISP,NA,pollen,2249,NA,Vascular plants,pollen,Cedrus,TRSH,208,29
NISP,NA,pollen,2261,NA,Vascular plants,pollen,Corydalis,UPHE,4,2
NISP,NA,pollen,2286,NA,Vascular plants,pollen,Mentha,UPHE,14,2
NISP,NA,pollen,2306,NA,Vascular plants,pollen,Silene,UPHE,28,8
NISP,NA,pollen,2312,NA,Vascular plants,pollen,Valeriana undiff.,UPHE,9,1
NISP,NA,pollen,2322,NA,Vascular plants,pollen,Frangula alnus,TRSH,307,16
NISP,NA,pollen,2337,NA,Vascular plants,pollen,Myriophyllum spicatum-type,AQVP,161,4
NISP,NA,pollen,2338,NA,Vascular plants,pollen,Olea,TRSH,1493,40
NISP,NA,pollen,2339,NA,Vascular plants,pollen,Oleaceae,TRSH,32,4
NISP,NA,pollen,2342,NA,Vascular plants,pollen,Quercus (deciduous),TRSH,595,10
NISP,NA,pollen,2344,NA,Vascular plants,pollen,Tamarix,TRSH,24,4
NISP,NA,pollen,2345,NA,Vascular plants,pollen,Thymelaeaceae,UPHE,12,5
NISP,NA,pollen,2460,NA,Vascular plants,pollen,Carduus,UPHE,182,23
NISP,NA,pollen,2481,NA,Vascular plants,pollen,Anagallis-type,UPHE,15,2
NISP,NA,pollen,2482,NA,Vascular plants,pollen,Resedaceae,UPHE,9,1
NISP,NA,pollen,2483,NA,Vascular plants,pollen,Alchemilla,UPHE,75,11
NISP,NA,pollen,2519,NA,Vascular plants,pollen,Clematis,UPHE,4,3
NISP,NA,pollen,2532,NA,Vascular plants,pollen,Quercus (evergreen),TRSH,137,3
NISP,NA,pollen,2535,NA,Vascular plants,pollen,Gentiana verna-type,UPHE,3,2
NISP,NA,pollen,2536,NA,Vascular plants,pollen,Gentiana pneumonanthe-type,UPHE,94,21
NISP,NA,pollen,2537,NA,Vascular plants,pollen,Heracleum,UPHE,141,16
NISP,NA,pollen,2549,NA,Vascular plants,pollen,Dianthus-type,UPHE,3,2
NISP,NA,pollen,2555,NA,Vascular plants,pollen,Paronychia,UPHE,2,2
NISP,NA,pollen,2566,NA,Vascular plants,pollen,Montia,UPHE,1,1
NISP,NA,pollen,2572,NA,Vascular plants,pollen,Typha angustifolia/Sparganium,AQVP,332,9
NISP,NA,pollen,2627,NA,Vascular plants,pollen,Delphinium,UPHE,10,2
NISP,NA,pollen,2628,NA,Vascular plants,pollen,Buxus,TRSH,302,16
NISP,NA,pollen,2645,NA,Vascular plants,pollen,cf. Oxalis,UPHE,2,1
NISP,NA,pollen,2657,NA,Vascular plants,pollen,Castanea sativa,TRSH,945,33
NISP,NA,pollen,2664,NA,Vascular plants,pollen,Juglans regia,TRSH,267,4
NISP,NA,pollen,2667,NA,Vascular plants,pollen,Pterocarya,TRSH,8,2
NISP,NA,pollen,2677,NA,Vascular plants,pollen,Hippophaë,TRSH,684,14
NISP,NA,pollen,2680,NA,Vascular plants,pollen,Daphne,TRSH,24,10
NISP,NA,pollen,2684,NA,Vascular plants,pollen,Hedera,TRSH,782,17
NISP,NA,pollen,2685,NA,Vascular plants,pollen,Knautia,UPHE,27,10
NISP,NA,pollen,2693,NA,Vascular plants,pollen,Asperula,UPHE,1,1
NISP,NA,pollen,2759,NA,Vascular plants,pollen,Euphrasia,UPHE,11,3
NISP,NA,pollen,2782,NA,Vascular plants,pollen,Spermatophyta undiff. (shrubs),TRSH,102,1
NISP,NA,pollen,2795,NA,Vascular plants,pollen,Veronica,UPHE,58,12
NISP,NA,pollen,2797,NA,Vascular plants,pollen,Centaurium,UPHE,11,4
NISP,NA,pollen,2828,NA,Vascular plants,pollen,Echium,UPHE,82,18
NISP,NA,pollen,2836,NA,Vascular plants,pollen,Gratiola,UPHE,1,1
NISP,NA,pollen,2855,NA,Vascular plants,pollen,Poaceae (<20 µm),UPHE,3,1
NISP,NA,pollen,2893,NA,Vascular plants,pollen,Ranunculus acris,UPHE,1,1
NISP,NA,pollen,2895,NA,Vascular plants,pollen,Valerianella,UPHE,10,4
NISP,NA,pollen,2897,NA,Vascular plants,pollen,Calluna vulgaris,TRSH,787,36
NISP,NA,pollen,2903,NA,Vascular plants,pollen,Erica,TRSH,213,4
NISP,NA,pollen,2904,NA,Vascular plants,pollen,Lotus,UPHE,22,4
NISP,NA,pollen,2905,NA,Vascular plants,pollen,Plantago major/P. media,UPHE,191,5
NISP,NA,pollen,2906,NA,Vascular plants,pollen,Scleranthus perennis,UPHE,8,1
NISP,NA,pollen,2907,NA,Vascular plants,pollen,Scleranthus,UPHE,10,6
NISP,NA,pollen,2909,NA,Vascular plants,pollen,Stellaria holostea,UPHE,23,6
NISP,NA,pollen,2910,NA,Vascular plants,pollen,Succisa,UPHE,20,9
NISP,NA,pollen,2911,NA,Vascular plants,pollen,Symphytum,UPHE,11,6
NISP,NA,pollen,2913,NA,Vascular plants,pollen,Trifolium repens,UPHE,13,2
NISP,NA,pollen,2915,NA,Vascular plants,pollen,Astragalus alpinus-type,UPHE,15,2
NISP,NA,pollen,2918,NA,Vascular plants,pollen,Cirsium-type,UPHE,142,10
NISP,NA,pollen,2920,NA,Vascular plants,pollen,Elatine-type,AQVP,1,1
NISP,NA,pollen,2925,NA,Vascular plants,pollen,Frangula,TRSH,46,3
NISP,NA,pollen,2927,NA,Vascular plants,pollen,Mercurialis,UPHE,142,12
NISP,NA,pollen,2928,NA,Vascular plants,pollen,Prunella,UPHE,3,1
NISP,NA,pollen,2929,NA,Vascular plants,pollen,Quercus ilex-type,TRSH,1706,24
NISP,NA,pollen,2930,NA,Vascular plants,pollen,Rhinanthus,UPHE,89,12
NISP,NA,pollen,2931,NA,Vascular plants,pollen,Rhinanthus-type,UPHE,116,12
NISP,NA,pollen,2932,NA,Vascular plants,pollen,Spergula,UPHE,3,2
NISP,NA,pollen,2933,NA,Vascular plants,pollen,Spergula arvensis,UPHE,1,1
NISP,NA,pollen,2934,NA,Vascular plants,pollen,Spergula-type,UPHE,35,13
NISP,NA,pollen,2938,NA,Vascular plants,pollen,Vicia,UPHE,28,1
NISP,NA,pollen,2943,NA,Vascular plants,pollen,Quercus undiff.,TRSH,1301,3
NISP,NA,pollen,2944,NA,Vascular plants,pollen,Caltha palustris,AQVP,3,1
NISP,NA,pollen,3052,NA,Vascular plants,pollen,Eryngium,UPHE,62,11
NISP,NA,pollen,3072,NA,Vascular plants,pollen,Rhamnus-type,TRSH,105,7
NISP,NA,pollen,3124,NA,Vascular plants,pollen,Ranunculus aquatilis-type,AQVP,306,4
NISP,NA,pollen,3159,NA,Vascular plants,pollen,cf. Aquilegia,UPHE,8,1
NISP,NA,pollen,3172,NA,Vascular plants,pollen,Rumex acetosella,UPHE,575,15
NISP,NA,pollen,3180,NA,Vascular plants,pollen,Erodium,UPHE,1,1
NISP,NA,pollen,3208,NA,Vascular plants,pollen,Betula nana,TRSH,56,1
NISP,NA,pollen,3405,NA,Vascular plants,pollen,Rubus fruticosus-type,TRSH,1,1
NISP,NA,pollen,3407,NA,Vascular plants,pollen,Solidago-type,UPHE,752,1
NISP,NA,pollen,3408,NA,Vascular plants,pollen,Teucrium,UPHE,32,16
NISP,NA,pollen,3409,NA,Vascular plants,pollen,Theligonum,UPHE,3,2
NISP,NA,pollen,3410,NA,Vascular plants,pollen,Ulex,TRSH,1,1
NISP,NA,pollen,3411,NA,Vascular plants,pollen,Ulex-type,TRSH,20,2
NISP,NA,pollen,3417,NA,Vascular plants,pollen,Glaucium,UPHE,1,1
NISP,NA,pollen,3418,NA,Vascular plants,pollen,Plantago media-type,UPHE,16,1
NISP,NA,pollen,3419,NA,Vascular plants,pollen,Carduus-type,UPHE,7,1
NISP,NA,pollen,3420,NA,Vascular plants,pollen,Cistus,TRSH,39,6
NISP,NA,pollen,3421,NA,Vascular plants,pollen,Ephedra distachya,TRSH,560,4
NISP,NA,pollen,3422,NA,Vascular plants,pollen,Ephedra fragilis,TRSH,92,4
NISP,NA,pollen,3423,NA,Vascular plants,pollen,Gypsophila-type,UPHE,3,2
NISP,NA,pollen,3424,NA,Vascular plants,pollen,Paronychia-type,UPHE,109,3
NISP,NA,pollen,3425,NA,Vascular plants,pollen,Phillyrea,TRSH,896,24
NISP,NA,pollen,3426,NA,Vascular plants,pollen,Pinus cembra,TRSH,2170,34
NISP,NA,pollen,3427,NA,Vascular plants,pollen,Pistacia lentiscus,TRSH,1,1
NISP,NA,pollen,3430,NA,Vascular plants,pollen,Veronica-type,UPHE,104,7
NISP,NA,pollen,3438,NA,Vascular plants,pollen,Anthemis-type,UPHE,623,7
NISP,NA,pollen,3439,NA,Vascular plants,pollen,Aster-type,UPHE,908,22
NISP,NA,pollen,3440,NA,Vascular plants,pollen,Centaurea jacea,UPHE,4,2
NISP,NA,pollen,3441,NA,Vascular plants,pollen,Centaurea scabiosa,UPHE,75,15
NISP,NA,pollen,3446,NA,Vascular plants,pollen,Galeopsis,UPHE,4,2
NISP,NA,pollen,3449,NA,Vascular plants,pollen,Genista-type,TRSH,160,17
NISP,NA,pollen,3455,NA,Vascular plants,pollen,Sorbus-type,TRSH,417,23
NISP,NA,pollen,3465,NA,Vascular plants,pollen,Echium vulgare,UPHE,20,4
NISP,NA,pollen,3472,NA,Vascular plants,pollen,Tilia cordata,TRSH,140,4
NISP,NA,pollen,3473,NA,Vascular plants,pollen,Tilia platyphyllos,TRSH,41,2
NISP,NA,pollen,3482,NA,Vascular plants,pollen,Delphinium-type,UPHE,1,1
NISP,NA,pollen,3500,NA,Vascular plants,pollen,Clematis-type,UPHE,23,1
NISP,NA,pollen,3517,NA,Vascular plants,pollen,Cyperus,UPHE,26,2
NISP,NA,pollen,3561,NA,Vascular plants,pollen,Aconitum-type,UPHE,47,8
NISP,NA,pollen,3564,NA,Vascular plants,pollen,Asphodelus,UPHE,9,3
NISP,NA,pollen,3566,NA,Vascular plants,pollen,Centaurea cyanus-type,UPHE,47,8
NISP,NA,pollen,3567,NA,Vascular plants,pollen,Centaurea scabiosa-type,UPHE,55,6
NISP,NA,pollen,3568,NA,Vascular plants,pollen,Centaurea solstitialis-type,UPHE,341,2
NISP,NA,pollen,3570,NA,Vascular plants,pollen,Cornus sanguinea,TRSH,23,8
NISP,NA,pollen,3572,NA,Vascular plants,pollen,Ephedra distachya-type,TRSH,480,31
NISP,NA,pollen,3578,NA,Vascular plants,pollen,Ephedra fragilis-type,TRSH,1104,38
NISP,NA,pollen,3579,NA,Vascular plants,pollen,Fraxinus excelsior,TRSH,1403,31
NISP,NA,pollen,3580,NA,Vascular plants,pollen,Fraxinus ornus,TRSH,1555,35
NISP,NA,pollen,3581,NA,Vascular plants,pollen,Helleborus,UPHE,54,9
NISP,NA,pollen,3582,NA,Vascular plants,pollen,Hypericum perforatum-type,UPHE,156,12
NISP,NA,pollen,3585,NA,Vascular plants,pollen,Matthiola,UPHE,1,1
NISP,NA,pollen,3588,NA,Vascular plants,pollen,Ostrya/Carpinus orientalis,TRSH,253,4
NISP,NA,pollen,3590,NA,Vascular plants,pollen,Plantago coronopus-type,UPHE,47,3
NISP,NA,pollen,3591,NA,Vascular plants,pollen,Plantago maritima-type,UPHE,32,1
NISP,NA,pollen,3593,NA,Vascular plants,pollen,Quercus robur-type,TRSH,2529,23
NISP,NA,pollen,3597,NA,Vascular plants,pollen,Sambucus nigra-type,TRSH,378,12
NISP,NA,pollen,3600,NA,Vascular plants,pollen,Solanum dulcamara,UPHE,188,14
NISP,NA,pollen,3602,NA,Vascular plants,pollen,Urtica dioica-type,UPHE,141,3
NISP,NA,pollen,3609,NA,Vascular plants,pollen,Cupressaceae-type,TRSH,788,1
NISP,NA,pollen,3644,NA,Vascular plants,pollen,Abies alba,TRSH,715,8
NISP,NA,pollen,3666,NA,Vascular plants,pollen,cf. Veronica,UPHE,2,1
NISP,NA,pollen,3690,NA,Vascular plants,pollen,Chrysosplenium,UPHE,14,1
NISP,NA,pollen,3693,NA,Vascular plants,pollen,Larix decidua,TRSH,174,2
NISP,NA,pollen,3696,NA,Vascular plants,pollen,Lysimachia vulgaris-type,UPHE,11,2
NISP,NA,pollen,3699,NA,Vascular plants,pollen,Parnassia palustris,UPHE,86,16
NISP,NA,pollen,3701,NA,Vascular plants,pollen,Pleurospermum,UPHE,4,1
NISP,NA,pollen,3702,NA,Vascular plants,pollen,Ranunculus arvensis-type,UPHE,17,1
NISP,NA,pollen,3703,NA,Vascular plants,pollen,Silene-type,UPHE,7,4
NISP,NA,pollen,3704,NA,Vascular plants,pollen,Trifolium pratense-type,UPHE,147,20
NISP,NA,pollen,3705,NA,Vascular plants,pollen,Hordeum-type,UPHE,54,3
NISP,NA,pollen,3727,NA,Vascular plants,pollen,Acer campestre-type,TRSH,106,2
NISP,NA,pollen,3737,NA,Vascular plants,pollen,Achillea,UPHE,113,2
NISP,NA,pollen,3751,NA,Vascular plants,pollen,Agrimonia-type,UPHE,1,1
NISP,NA,pollen,3753,NA,Vascular plants,pollen,Agropyron-type,UPHE,7,1
NISP,NA,pollen,3757,NA,Vascular plants,pollen,Alchemilla-type,UPHE,52,12
NISP,NA,pollen,3758,NA,Vascular plants,pollen,cf. Alchemilla,UPHE,8,1
NISP,NA,pollen,3762,NA,Vascular plants,pollen,Alisma-type,AQVP,25,4
NISP,NA,pollen,3767,NA,Vascular plants,pollen,Allium vineale-type,UPHE,8,2
NISP,NA,pollen,3770,NA,Vascular plants,pollen,Alnus glutinosa-type,TRSH,1847,22
NISP,NA,pollen,3771,NA,Vascular plants,pollen,Alnus glutinosa/A. incana,TRSH,687,7
NISP,NA,pollen,3773,NA,Vascular plants,pollen,Anagallis arvensis-type,UPHE,14,3
NISP,NA,pollen,3775,NA,Vascular plants,pollen,Anagallis tenella,UPHE,1,1
NISP,NA,pollen,3777,NA,Vascular plants,pollen,Anagallis arvensis,UPHE,2,1
NISP,NA,pollen,3785,NA,Vascular plants,pollen,Anthericum,UPHE,11,5
NISP,NA,pollen,3786,NA,Vascular plants,pollen,Fritillaria-type,UPHE,9,5
NISP,NA,pollen,3787,NA,Vascular plants,pollen,Anthericum-type,UPHE,32,3
NISP,NA,pollen,3792,NA,Vascular plants,pollen,Pulmonaria-type,UPHE,10,5
NISP,NA,pollen,3793,NA,Vascular plants,pollen,Pulmonaria obscura-type,UPHE,3,1
NISP,NA,pollen,3802,NA,Vascular plants,pollen,Anthriscus sylvestris-type,UPHE,178,10
NISP,NA,pollen,3804,NA,Vascular plants,pollen,Anthriscus sylvestris,UPHE,38,1
NISP,NA,pollen,3805,NA,Vascular plants,pollen,Anthyllis,UPHE,12,2
NISP,NA,pollen,3814,NA,Vascular plants,pollen,Silene dioica-type,UPHE,124,13
NISP,NA,pollen,3815,NA,Vascular plants,pollen,Silene vulgaris-type,UPHE,224,11
NISP,NA,pollen,3832,NA,Vascular plants,pollen,Apium-type,UPHE,178,2
NISP,NA,pollen,3833,NA,Vascular plants,pollen,Apium inundatum-type,UPHE,2,1
NISP,NA,pollen,3834,NA,Vascular plants,pollen,Arbutus,TRSH,88,5
NISP,NA,pollen,3835,NA,Vascular plants,pollen,Arbutus unedo,TRSH,61,4
NISP,NA,pollen,3837,NA,Vascular plants,pollen,Arctium,UPHE,1,1
NISP,NA,pollen,3854,NA,Vascular plants,pollen,Armeria-type,UPHE,1,1
NISP,NA,pollen,3855,NA,Vascular plants,pollen,Armeria maritima (type B),UPHE,1,1
NISP,NA,pollen,3856,NA,Vascular plants,pollen,Armeria/Limonium,UPHE,3,2
NISP,NA,pollen,3862,NA,Vascular plants,pollen,cf. Armeria (type A),UPHE,2,1
NISP,NA,pollen,3879,NA,Vascular plants,pollen,Aruncus dioicus,UPHE,2,1
NISP,NA,pollen,3882,NA,Vascular plants,pollen,Asparagus,UPHE,1,1
NISP,NA,pollen,3885,NA,Vascular plants,pollen,Asphodelus/Asphodeline,UPHE,11,2
NISP,NA,pollen,3886,NA,Vascular plants,pollen,Asphodelus-type,UPHE,44,1
NISP,NA,pollen,3887,NA,Vascular plants,pollen,Asphodelus albus-type,UPHE,5,2
NISP,NA,pollen,3897,NA,Vascular plants,pollen,Astragalus danicus-type,UPHE,3,1
NISP,NA,pollen,3901,NA,Vascular plants,pollen,Vicia cracca-type,UPHE,5,2
NISP,NA,pollen,3909,NA,Vascular plants,pollen,Lathyrus,UPHE,2,1
NISP,NA,pollen,3926,NA,Vascular plants,pollen,Secale cereale,UPHE,25,4
NISP,NA,pollen,3928,NA,Vascular plants,pollen,cf. Baldellia,AQVP,2,1
NISP,NA,pollen,3930,NA,Vascular plants,pollen,Bartsia-type,UPHE,136,14
NISP,NA,pollen,3932,NA,Vascular plants,pollen,Bellis-type,UPHE,4,1
NISP,NA,pollen,3934,NA,Vascular plants,pollen,Berberis vulgaris,TRSH,1,1
NISP,NA,pollen,3950,NA,Vascular plants,pollen,Fallopia convolvulus-type,UPHE,3,3
NISP,NA,pollen,3962,NA,Vascular plants,pollen,Buglossoides arvensis,UPHE,4,2
NISP,NA,pollen,3963,NA,Vascular plants,pollen,Buglossoides arvensis-type,UPHE,1,1
NISP,NA,pollen,3967,NA,Vascular plants,pollen,Bupleurum falcatum-type,UPHE,29,2
NISP,NA,pollen,3970,NA,Vascular plants,pollen,Butomus,AQVP,1,1
NISP,NA,pollen,3971,NA,Vascular plants,pollen,Buxus sempervirens,TRSH,81,12
NISP,NA,pollen,3973,NA,Vascular plants,pollen,Calluna vulgaris-type,TRSH,30,1
NISP,NA,pollen,3974,NA,Vascular plants,pollen,Caltha palustris-type,AQVP,10,2
