units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,samples,sites
NISP,NA,pollen,1401,NA,Vascular plants,pollen,Lilium,UPHE,1,1
NISP,NA,pollen,1405,NA,Vascular plants,pollen,Rapanea,TRSH,1,1
NISP,NA,pollen,1416,NA,Vascular plants,pollen,Galium-type,UPHE,302,8
NISP,NA,pollen,1427,NA,Vascular plants,pollen,Limonium,UPHE,3,1
NISP,NA,pollen,1428,NA,Vascular plants,pollen,Filipendula,UPHE,98,5
NISP,NA,pollen,1429,NA,Vascular plants,pollen,Carpinus,TRSH,64,7
NISP,NA,pollen,1430,NA,Vascular plants,pollen,Crataegus,TRSH,182,4
NISP,NA,pollen,1476,NA,Vascular plants,pollen,Cupressus,TRSH,17,1
NISP,NA,pollen,1494,NA,Vascular plants,pollen,Prosopis,TRSH,53,7
NISP,NA,pollen,1501,NA,Vascular plants,pollen,Convolvulus,UPHE,105,11
NISP,NA,pollen,1510,NA,Vascular plants,pollen,Centaurea-type,UPHE,61,2
NISP,NA,pollen,1517,NA,Vascular plants,pollen,Calystegia,UPHE,3,3
NISP,NA,pollen,1533,NA,Vascular plants,pollen,Boerhavia,UPHE,7,3
NISP,NA,pollen,1562,NA,Vascular plants,pollen,Celastraceae,TRSH,12,1
NISP,NA,pollen,1580,NA,Vascular plants,pollen,Acacia,TRSH,256,18
NISP,NA,pollen,1596,NA,Vascular plants,pollen,Hypericum-type,UPHE,11,1
NISP,NA,pollen,1612,NA,Vascular plants,pollen,Gesneriaceae,UPHE,16,1
NISP,NA,pollen,1622,NA,Vascular plants,pollen,Maytenus,TRSH,8,4
NISP,NA,pollen,1631,NA,Vascular plants,pollen,Berberis,TRSH,27,4
NISP,NA,pollen,1699,NA,Vascular plants,pollen,Nyctaginaceae,UPHE,5,2
NISP,NA,pollen,1701,NA,Vascular plants,pollen,Melastomataceae,TRSH,5,1
NISP,NA,pollen,1708,NA,Vascular plants,pollen,Alchornea,TRSH,14,4
NISP,NA,pollen,1716,NA,Vascular plants,pollen,Acanthaceae,UPHE,27,4
NISP,NA,pollen,1721,NA,Vascular plants,pollen,Cardiospermum,UPHE,1,1
NISP,NA,pollen,1724,NA,Vascular plants,pollen,Cordia,TRSH,2,2
NISP,NA,pollen,1727,NA,Vascular plants,pollen,Ficus,TRSH,46,6
NISP,NA,pollen,1732,NA,Vascular plants,pollen,Hibiscus,TRSH,10,1
NISP,NA,pollen,1748,NA,Vascular plants,pollen,Spondias-type,TRSH,1,1
NISP,NA,pollen,1751,NA,Vascular plants,pollen,Thalictrum-type,UPHE,5,1
NISP,NA,pollen,1752,NA,Vascular plants,pollen,Tournefortia,TRSH,1,1
NISP,NA,pollen,1760,NA,Vascular plants,pollen,Geraniaceae undiff.,UPHE,4,2
NISP,NA,pollen,1770,NA,Vascular plants,pollen,Croton,TRSH,2,2
NISP,NA,pollen,1779,NA,Vascular plants,pollen,Eryngium-type,UPHE,58,5
NISP,NA,pollen,1812,NA,Vascular plants,pollen,Styrax,TRSH,158,4
NISP,NA,pollen,1813,NA,Vascular plants,pollen,Styracaceae,TRSH,2,1
NISP,NA,pollen,1822,NA,Vascular plants,pollen,Allophylus,TRSH,1,1
NISP,NA,pollen,1833,NA,Vascular plants,pollen,Dalechampia,TRSH,2,1
NISP,NA,pollen,1845,NA,Vascular plants,pollen,Phyllanthus-type,UPHE,28,3
NISP,NA,pollen,1847,NA,Vascular plants,pollen,Sapotaceae,TRSH,1,1
NISP,NA,pollen,1885,NA,Vascular plants,pollen,Bignoniaceae,TRSH,2,1
NISP,NA,pollen,1915,NA,Vascular plants,pollen,Senecio-type,UPHE,217,6
NISP,NA,pollen,1925,NA,Vascular plants,pollen,Croton-type,TRSH,20,1
NISP,NA,pollen,1932,NA,Vascular plants,pollen,Iris,UPHE,4,1
NISP,NA,pollen,1944,NA,Vascular plants,pollen,Coniferae,TRSH,1,1
NISP,NA,pollen,1947,NA,Vascular plants,pollen,Poaceae (Cerealia-type),UPHE,599,11
NISP,NA,pollen,1957,NA,Vascular plants,pollen,Brassica-type,UPHE,191,3
NISP,NA,pollen,1958,NA,Vascular plants,pollen,Cassia-type,TRSH,64,3
NISP,NA,pollen,2003,NA,Vascular plants,pollen,Malvaceae undiff.,UPHE,4,2
NISP,NA,pollen,2010,NA,Vascular plants,pollen,Ixora,TRSH,2,1
NISP,NA,pollen,2013,NA,Vascular plants,pollen,Justicia,UPHE,16,9
NISP,NA,pollen,2041,NA,Vascular plants,pollen,Ruellia,UPHE,3,2
NISP,NA,pollen,2043,NA,Vascular plants,pollen,Sapium,TRSH,2,1
NISP,NA,pollen,2056,NA,Vascular plants,pollen,Cassia,TRSH,55,7
NISP,NA,pollen,2059,NA,Vascular plants,pollen,Crotalaria,UPHE,1,1
NISP,NA,pollen,2096,NA,Vascular plants,pollen,Cissus,TRSH,12,6
NISP,NA,pollen,2100,NA,Vascular plants,pollen,Sapotaceae undiff.,TRSH,9,3
NISP,NA,pollen,2105,NA,Vascular plants,pollen,Capparaceae,TRSH,10,4
NISP,NA,pollen,2129,NA,Vascular plants,pollen,Lotus-type,UPHE,15,4
NISP,NA,pollen,2131,NA,Vascular plants,pollen,Monocotyledoneae,SEED,5,1
NISP,NA,pollen,2135,NA,Vascular plants,pollen,Zygophyllaceae,TRSH,110,5
NISP,NA,pollen,2151,NA,Vascular plants,pollen,Caesalpinioideae undiff.,TRSH,2,2
NISP,NA,pollen,2160,NA,Vascular plants,pollen,Geum,UPHE,1,1
NISP,NA,pollen,2196,NA,Vascular plants,pollen,Epilobium-type,UPHE,6,1
NISP,NA,pollen,2209,NA,Vascular plants,pollen,Linaria,UPHE,12,1
NISP,NA,pollen,2249,NA,Vascular plants,pollen,Cedrus,TRSH,433,16
NISP,NA,pollen,2319,NA,Vascular plants,pollen,Saxifraga oppositifolia,UPHE,1,1
NISP,NA,pollen,2326,NA,Vascular plants,pollen,Abutilon,UPHE,40,8
NISP,NA,pollen,2331,NA,Vascular plants,pollen,Caesalpinia-type,TRSH,4,2
NISP,NA,pollen,2332,NA,Vascular plants,pollen,Cardiospermum cf. C. halicacabum,UPHE,1,1
NISP,NA,pollen,2333,NA,Vascular plants,pollen,Combretaceae,TRSH,126,11
NISP,NA,pollen,2334,NA,Vascular plants,pollen,Cucurbitaceae,UPHE,1,1
NISP,NA,pollen,2336,NA,Vascular plants,pollen,Malvaceae (periporate),UPHE,2,1
NISP,NA,pollen,2337,NA,Vascular plants,pollen,Myriophyllum spicatum-type,AQVP,2,1
NISP,NA,pollen,2338,NA,Vascular plants,pollen,Olea,TRSH,748,27
NISP,NA,pollen,2339,NA,Vascular plants,pollen,Oleaceae,TRSH,15,5
NISP,NA,pollen,2342,NA,Vascular plants,pollen,Quercus (deciduous),TRSH,245,6
NISP,NA,pollen,2344,NA,Vascular plants,pollen,Tamarix,TRSH,579,31
NISP,NA,pollen,2345,NA,Vascular plants,pollen,Thymelaeaceae,UPHE,161,8
NISP,NA,pollen,2346,NA,Vascular plants,pollen,Typha cf. T. domingensis,AQVP,10,4
NISP,NA,pollen,2347,NA,Vascular plants,pollen,Lannea-type,TRSH,5,1
NISP,NA,pollen,2348,NA,Vascular plants,pollen,Brachystegia,TRSH,1,1
NISP,NA,pollen,2349,NA,Vascular plants,pollen,Maerua-type,TRSH,34,3
NISP,NA,pollen,2353,NA,Vascular plants,pollen,Bridelia,TRSH,2,2
NISP,NA,pollen,2355,NA,Vascular plants,pollen,Macaranga-type,TRSH,5,1
NISP,NA,pollen,2358,NA,Vascular plants,pollen,Uapaca,TRSH,4,2
NISP,NA,pollen,2364,NA,Vascular plants,pollen,Meliaceae,TRSH,1,1
NISP,NA,pollen,2368,NA,Vascular plants,pollen,Syzygium-type,TRSH,2,2
NISP,NA,pollen,2370,NA,Vascular plants,pollen,Dracaena,SUCC,12,1
NISP,NA,pollen,2375,NA,Vascular plants,pollen,Schefflera,TRSH,1,1
NISP,NA,pollen,2378,NA,Vascular plants,pollen,Commiphora,TRSH,87,12
NISP,NA,pollen,2386,NA,Vascular plants,pollen,Garcinia,TRSH,1,1
NISP,NA,pollen,2398,NA,Vascular plants,pollen,Maesa,TRSH,2,1
NISP,NA,pollen,2401,NA,Vascular plants,pollen,Olea capensis-type,TRSH,8,1
NISP,NA,pollen,2402,NA,Vascular plants,pollen,Olea europaea-type,TRSH,22,1
NISP,NA,pollen,2403,NA,Vascular plants,pollen,Phoenix,PALM,33,6
NISP,NA,pollen,2411,NA,Vascular plants,pollen,Hagenia abyssinica,TRSH,4,4
NISP,NA,pollen,2415,NA,Vascular plants,pollen,Canthium,TRSH,1,1
NISP,NA,pollen,2433,NA,Vascular plants,pollen,Dodonaea viscosa-type,TRSH,12,2
NISP,NA,pollen,2441,NA,Vascular plants,pollen,Hypoestes-type,UPHE,5,1
NISP,NA,pollen,2446,NA,Vascular plants,pollen,Achyranthes aspera-type,UPHE,1,1
NISP,NA,pollen,2447,NA,Vascular plants,pollen,Celosia-type,UPHE,49,1
NISP,NA,pollen,2448,NA,Vascular plants,pollen,Celosia trigyna-type,UPHE,13,1
NISP,NA,pollen,2460,NA,Vascular plants,pollen,Carduus,UPHE,35,1
NISP,NA,pollen,2464,NA,Vascular plants,pollen,Ipomoea-type,UPHE,6,2
NISP,NA,pollen,2465,NA,Vascular plants,pollen,Ascolepis,UPHE,1,1
NISP,NA,pollen,2468,NA,Vascular plants,pollen,Ricinus communis,UPHE,7,3
NISP,NA,pollen,2473,NA,Vascular plants,pollen,Laurembergia,UPHE,3,1
NISP,NA,pollen,2475,NA,Vascular plants,pollen,Leucas-type,UPHE,11,2
NISP,NA,pollen,2479,NA,Vascular plants,pollen,Persicaria senegalensis-type,UPHE,28,2
NISP,NA,pollen,2481,NA,Vascular plants,pollen,Anagallis-type,UPHE,2,1
NISP,NA,pollen,2482,NA,Vascular plants,pollen,Resedaceae,UPHE,11,2
NISP,NA,pollen,2483,NA,Vascular plants,pollen,Alchemilla,UPHE,27,1
NISP,NA,pollen,2484,NA,Vascular plants,pollen,Anthospermum,UPHE,3,2
NISP,NA,pollen,2486,NA,Vascular plants,pollen,Spermacoce-type,UPHE,3,1
NISP,NA,pollen,2491,NA,Vascular plants,pollen,Vernonieae,UPHE,4,1
NISP,NA,pollen,2492,NA,Vascular plants,pollen,Phyllanthus,UPHE,73,5
NISP,NA,pollen,2495,NA,Vascular plants,pollen,Securinega,TRSH,21,1
NISP,NA,pollen,2499,NA,Vascular plants,pollen,Aeschynomene,TRSH,1,1
NISP,NA,pollen,2518,NA,Vascular plants,pollen,Jasminum,UPHE,4,2
NISP,NA,pollen,2520,NA,Vascular plants,pollen,Aerva,UPHE,20,4
NISP,NA,pollen,2523,NA,Vascular plants,pollen,Hyphaene,PALM,34,3
NISP,NA,pollen,2524,NA,Vascular plants,pollen,Hyphaene cf. H. thebaica,PALM,1,1
NISP,NA,pollen,2525,NA,Vascular plants,pollen,Mimusops,TRSH,1,1
NISP,NA,pollen,2526,NA,Vascular plants,pollen,Ocimum,UPHE,5,3
NISP,NA,pollen,2527,NA,Vascular plants,pollen,Peristrophe,UPHE,6,4
NISP,NA,pollen,2528,NA,Vascular plants,pollen,Peristrophe cf. P. bicalyculata,UPHE,2,2
NISP,NA,pollen,2529,NA,Vascular plants,pollen,Randia,TRSH,1,1
NISP,NA,pollen,2530,NA,Vascular plants,pollen,Typha cf. T. elephantina,AQVP,6,4
NISP,NA,pollen,2532,NA,Vascular plants,pollen,Quercus (evergreen),TRSH,252,5
NISP,NA,pollen,2542,NA,Vascular plants,pollen,Euphorbiaceae undiff.,UPHE,53,5
NISP,NA,pollen,2549,NA,Vascular plants,pollen,Dianthus-type,UPHE,5,1
NISP,NA,pollen,2551,NA,Vascular plants,pollen,Ludwigia-type,UPHE,1,1
NISP,NA,pollen,2555,NA,Vascular plants,pollen,Paronychia,UPHE,42,5
NISP,NA,pollen,2571,NA,Vascular plants,pollen,cf. Populus,TRSH,1,1
NISP,NA,pollen,2572,NA,Vascular plants,pollen,Typha angustifolia/Sparganium,AQVP,54,1
NISP,NA,pollen,2631,NA,Vascular plants,pollen,cf. Celtis,TRSH,12,1
NISP,NA,pollen,2640,NA,Vascular plants,pollen,Lauraceae,TRSH,1,1
NISP,NA,pollen,2657,NA,Vascular plants,pollen,Castanea sativa,TRSH,1,1
NISP,NA,pollen,2658,NA,Vascular plants,pollen,Cichorium,UPHE,1,1
NISP,NA,pollen,2667,NA,Vascular plants,pollen,Pterocarya,TRSH,56,3
NISP,NA,pollen,2677,NA,Vascular plants,pollen,Hippophaë,TRSH,177,6
NISP,NA,pollen,2680,NA,Vascular plants,pollen,Daphne,TRSH,21,4
NISP,NA,pollen,2684,NA,Vascular plants,pollen,Hedera,TRSH,148,4
NISP,NA,pollen,2685,NA,Vascular plants,pollen,Knautia,UPHE,44,5
NISP,NA,pollen,2693,NA,Vascular plants,pollen,Asperula,UPHE,1,1
NISP,NA,pollen,2704,NA,Vascular plants,pollen,Casuarina,TRSH,34,7
NISP,NA,pollen,2759,NA,Vascular plants,pollen,Euphrasia,UPHE,7,2
NISP,NA,pollen,2795,NA,Vascular plants,pollen,Veronica,UPHE,6,5
NISP,NA,pollen,2797,NA,Vascular plants,pollen,Centaurium,UPHE,5,1
NISP,NA,pollen,2828,NA,Vascular plants,pollen,Echium,UPHE,26,5
NISP,NA,pollen,2864,NA,Vascular plants,pollen,Urticaceae/Moraceae,TRSH,8,3
NISP,NA,pollen,2895,NA,Vascular plants,pollen,Valerianella,UPHE,16,4
NISP,NA,pollen,2903,NA,Vascular plants,pollen,Erica,TRSH,36,4
NISP,NA,pollen,2904,NA,Vascular plants,pollen,Lotus,UPHE,1,1
NISP,NA,pollen,2905,NA,Vascular plants,pollen,Plantago major/P. media,UPHE,37,1
NISP,NA,pollen,2910,NA,Vascular plants,pollen,Succisa,UPHE,1,1
NISP,NA,pollen,2911,NA,Vascular plants,pollen,Symphytum,UPHE,17,3
NISP,NA,pollen,2912,NA,Vascular plants,pollen,Symphytum-type,UPHE,4,2
NISP,NA,pollen,2918,NA,Vascular plants,pollen,Cirsium-type,UPHE,64,4
NISP,NA,pollen,2920,NA,Vascular plants,pollen,Elatine-type,AQVP,1,1
NISP,NA,pollen,2927,NA,Vascular plants,pollen,Mercurialis,UPHE,17,5
NISP,NA,pollen,2928,NA,Vascular plants,pollen,Prunella,UPHE,1,1
NISP,NA,pollen,2929,NA,Vascular plants,pollen,Quercus ilex-type,TRSH,15,3
NISP,NA,pollen,2931,NA,Vascular plants,pollen,Rhinanthus-type,UPHE,19,4
NISP,NA,pollen,2935,NA,Vascular plants,pollen,Spergularia-type,UPHE,11,2
NISP,NA,pollen,2938,NA,Vascular plants,pollen,Vicia,UPHE,2,1
NISP,NA,pollen,3031,NA,Vascular plants,pollen,Solanum-type,UPHE,12,1
NISP,NA,pollen,3035,NA,Vascular plants,pollen,Cichorieae undiff.,UPHE,119,3
NISP,NA,pollen,3068,NA,Vascular plants,pollen,Phaseolus,UPHE,1,1
NISP,NA,pollen,3072,NA,Vascular plants,pollen,Rhamnus-type,TRSH,3,2
NISP,NA,pollen,3090,NA,Vascular plants,pollen,Vernonia,UPHE,2,1
NISP,NA,pollen,3117,NA,Vascular plants,pollen,Trichilia,TRSH,3,1
NISP,NA,pollen,3124,NA,Vascular plants,pollen,Ranunculus aquatilis-type,AQVP,14,1
NISP,NA,pollen,3125,NA,Vascular plants,pollen,Hamamelidaceae,TRSH,6,1
NISP,NA,pollen,3167,NA,Vascular plants,pollen,Tribulus,UPHE,274,15
NISP,NA,pollen,3179,NA,Vascular plants,pollen,Cleome,UPHE,48,6
NISP,NA,pollen,3180,NA,Vascular plants,pollen,Erodium,UPHE,29,7
NISP,NA,pollen,3187,NA,Vascular plants,pollen,Commicarpus-type,UPHE,25,1
NISP,NA,pollen,3195,NA,Vascular plants,pollen,Jatropha,TRSH,1,1
NISP,NA,pollen,3234,NA,Vascular plants,pollen,Combretum-type,TRSH,16,1
NISP,NA,pollen,3288,NA,Vascular plants,pollen,Meliaceae undiff.,TRSH,20,2
NISP,NA,pollen,3290,NA,Vascular plants,pollen,Bignoniaceae undiff.,TRSH,1,1
NISP,NA,pollen,3291,NA,Vascular plants,pollen,Araliaceae undiff.,UPHE,22,1
NISP,NA,pollen,3329,NA,Vascular plants,pollen,Mallotus,TRSH,1,1
NISP,NA,pollen,3339,NA,Vascular plants,pollen,Palaquium,TRSH,1,1
NISP,NA,pollen,3340,NA,Vascular plants,pollen,Pandanus,TRSH,1,1
NISP,NA,pollen,3395,NA,Vascular plants,pollen,Magnoliaceae,TRSH,25,1
NISP,NA,pollen,3408,NA,Vascular plants,pollen,Teucrium,UPHE,126,8
NISP,NA,pollen,3409,NA,Vascular plants,pollen,Theligonum,UPHE,179,3
NISP,NA,pollen,3417,NA,Vascular plants,pollen,Glaucium,UPHE,11,2
NISP,NA,pollen,3418,NA,Vascular plants,pollen,Plantago media-type,UPHE,34,3
NISP,NA,pollen,3419,NA,Vascular plants,pollen,Carduus-type,UPHE,29,4
NISP,NA,pollen,3420,NA,Vascular plants,pollen,Cistus,TRSH,320,11
NISP,NA,pollen,3421,NA,Vascular plants,pollen,Ephedra distachya,TRSH,34,2
NISP,NA,pollen,3422,NA,Vascular plants,pollen,Ephedra fragilis,TRSH,227,7
NISP,NA,pollen,3423,NA,Vascular plants,pollen,Gypsophila-type,UPHE,13,2
NISP,NA,pollen,3424,NA,Vascular plants,pollen,Paronychia-type,UPHE,9,2
NISP,NA,pollen,3425,NA,Vascular plants,pollen,Phillyrea,TRSH,401,10
NISP,NA,pollen,3428,NA,Vascular plants,pollen,Sagina-type,UPHE,4,1
NISP,NA,pollen,3430,NA,Vascular plants,pollen,Veronica-type,UPHE,39,3
NISP,NA,pollen,3437,NA,Vascular plants,pollen,Alisma plantago-aquatica,AQVP,12,1
NISP,NA,pollen,3438,NA,Vascular plants,pollen,Anthemis-type,UPHE,5,1
NISP,NA,pollen,3439,NA,Vascular plants,pollen,Aster-type,UPHE,18,1
NISP,NA,pollen,3441,NA,Vascular plants,pollen,Centaurea scabiosa,UPHE,2,1
NISP,NA,pollen,3449,NA,Vascular plants,pollen,Genista-type,TRSH,4,2
NISP,NA,pollen,3468,NA,Vascular plants,pollen,Potamogetonaceae,AQVP,1,1
NISP,NA,pollen,3479,NA,Vascular plants,pollen,Cercis,TRSH,168,4
NISP,NA,pollen,3482,NA,Vascular plants,pollen,Delphinium-type,UPHE,81,6
NISP,NA,pollen,3500,NA,Vascular plants,pollen,Clematis-type,UPHE,3,3
NISP,NA,pollen,3517,NA,Vascular plants,pollen,Cyperus,UPHE,121,2
NISP,NA,pollen,3525,NA,Vascular plants,pollen,Sesbania,UPHE,5,1
NISP,NA,pollen,3561,NA,Vascular plants,pollen,Aconitum-type,UPHE,1,1
NISP,NA,pollen,3562,NA,Vascular plants,pollen,Artemisia herba-alba-type,UPHE,247,4
NISP,NA,pollen,3563,NA,Vascular plants,pollen,Artemisia vulgaris-type,UPHE,115,3
NISP,NA,pollen,3564,NA,Vascular plants,pollen,Asphodelus,UPHE,63,7
NISP,NA,pollen,3565,NA,Vascular plants,pollen,Capsella-type,UPHE,120,3
NISP,NA,pollen,3566,NA,Vascular plants,pollen,Centaurea cyanus-type,UPHE,16,4
NISP,NA,pollen,3567,NA,Vascular plants,pollen,Centaurea scabiosa-type,UPHE,119,4
NISP,NA,pollen,3568,NA,Vascular plants,pollen,Centaurea solstitialis-type,UPHE,317,7
NISP,NA,pollen,3569,NA,Vascular plants,pollen,Cirsium/Gundelia,UPHE,41,3
NISP,NA,pollen,3571,NA,Vascular plants,pollen,Cousinia,UPHE,146,6
NISP,NA,pollen,3572,NA,Vascular plants,pollen,Ephedra distachya-type,TRSH,192,11
NISP,NA,pollen,3574,NA,Vascular plants,pollen,Hippocratea,TRSH,1,1
NISP,NA,pollen,3578,NA,Vascular plants,pollen,Ephedra fragilis-type,TRSH,364,12
NISP,NA,pollen,3579,NA,Vascular plants,pollen,Fraxinus excelsior,TRSH,33,4
NISP,NA,pollen,3580,NA,Vascular plants,pollen,Fraxinus ornus,TRSH,204,6
NISP,NA,pollen,3581,NA,Vascular plants,pollen,Helleborus,UPHE,2,1
NISP,NA,pollen,3582,NA,Vascular plants,pollen,Hypericum perforatum-type,UPHE,4,2
NISP,NA,pollen,3583,NA,Vascular plants,pollen,Loranthus,TRSH,2,2
NISP,NA,pollen,3584,NA,Vascular plants,pollen,Matricaria-type,UPHE,316,7
NISP,NA,pollen,3585,NA,Vascular plants,pollen,Matthiola,UPHE,66,6
NISP,NA,pollen,3586,NA,Vascular plants,pollen,Myriophyllum spicatum/M. verticillatum,AQVP,123,3
NISP,NA,pollen,3587,NA,Vascular plants,pollen,Noaea-type,UPHE,320,5
NISP,NA,pollen,3588,NA,Vascular plants,pollen,Ostrya/Carpinus orientalis,TRSH,40,4
NISP,NA,pollen,3589,NA,Vascular plants,pollen,Paliurus,TRSH,3,3
NISP,NA,pollen,3590,NA,Vascular plants,pollen,Plantago coronopus-type,UPHE,119,6
NISP,NA,pollen,3591,NA,Vascular plants,pollen,Plantago maritima-type,UPHE,214,7
NISP,NA,pollen,3592,NA,Vascular plants,pollen,Quercus coccifera-type,TRSH,206,5
NISP,NA,pollen,3593,NA,Vascular plants,pollen,Quercus robur-type,TRSH,8,1
NISP,NA,pollen,3594,NA,Vascular plants,pollen,Ranunculus repens-type,UPHE,102,4
NISP,NA,pollen,3596,NA,Vascular plants,pollen,Rumex hydrolapathum,UPHE,19,2
NISP,NA,pollen,3597,NA,Vascular plants,pollen,Sambucus nigra-type,TRSH,4,1
NISP,NA,pollen,3599,NA,Vascular plants,pollen,Scrophularia/Verbascum,UPHE,12,2
NISP,NA,pollen,3600,NA,Vascular plants,pollen,Solanum dulcamara,UPHE,4,1
NISP,NA,pollen,3601,NA,Vascular plants,pollen,Thymus/Mentha,UPHE,46,4
NISP,NA,pollen,3602,NA,Vascular plants,pollen,Urtica dioica-type,UPHE,43,5
NISP,NA,pollen,3603,NA,Vascular plants,pollen,Viburnum-type,TRSH,1,1
NISP,NA,pollen,3625,NA,Vascular plants,pollen,Gentianaceae undiff.,UPHE,1,1
NISP,NA,pollen,3640,NA,Vascular plants,pollen,Engelhardia,TRSH,1,1
NISP,NA,pollen,3641,NA,Vascular plants,pollen,Platycarya,TRSH,27,1
NISP,NA,pollen,3668,NA,Vascular plants,pollen,Ambrosiinae,UPHE,2,1
NISP,NA,pollen,3702,NA,Vascular plants,pollen,Ranunculus arvensis-type,UPHE,2,2
NISP,NA,pollen,3703,NA,Vascular plants,pollen,Silene-type,UPHE,29,2
NISP,NA,pollen,3705,NA,Vascular plants,pollen,Hordeum-type,UPHE,98,2
NISP,NA,pollen,3714,NA,Vascular plants,pollen,Adonis-type,UPHE,21,3
NISP,NA,pollen,3733,NA,Vascular plants,pollen,cf. Abies,TRSH,1,1
NISP,NA,pollen,3743,NA,Vascular plants,pollen,Adonis,UPHE,1,1
NISP,NA,pollen,3745,NA,Vascular plants,pollen,cf. Adonis,UPHE,1,1
NISP,NA,pollen,3747,NA,Vascular plants,pollen,Halothamnus-type,UPHE,122,5
NISP,NA,pollen,3757,NA,Vascular plants,pollen,Alchemilla-type,UPHE,2,1
NISP,NA,pollen,3762,NA,Vascular plants,pollen,Alisma-type,AQVP,1,1
NISP,NA,pollen,3778,NA,Vascular plants,pollen,Anagallis,UPHE,3,1
NISP,NA,pollen,3780,NA,Vascular plants,pollen,Anchusa,UPHE,4,1
NISP,NA,pollen,3783,NA,Vascular plants,pollen,Anchusa-type,UPHE,27,4
NISP,NA,pollen,3790,NA,Vascular plants,pollen,Anchusa/Pulmonaria,UPHE,4,2
NISP,NA,pollen,3832,NA,Vascular plants,pollen,Apium-type,UPHE,19,2
NISP,NA,pollen,3834,NA,Vascular plants,pollen,Arbutus,TRSH,154,4
NISP,NA,pollen,3840,NA,Vascular plants,pollen,Arctium/Jurinea,UPHE,41,2
NISP,NA,pollen,3841,NA,Vascular plants,pollen,Jurinea-type,UPHE,8,2
NISP,NA,pollen,3843,NA,Vascular plants,pollen,Onopordum-type,UPHE,3,3
NISP,NA,pollen,3854,NA,Vascular plants,pollen,Armeria-type,UPHE,9,1
NISP,NA,pollen,3856,NA,Vascular plants,pollen,Armeria/Limonium,UPHE,41,5
NISP,NA,pollen,3878,NA,Vascular plants,pollen,Artemisia vulgaris,UPHE,15,1
NISP,NA,pollen,3883,NA,Vascular plants,pollen,Asparagus-type,UPHE,11,1
NISP,NA,pollen,3886,NA,Vascular plants,pollen,Asphodelus-type,UPHE,29,2
NISP,NA,pollen,3932,NA,Vascular plants,pollen,Bellis-type,UPHE,3,1
NISP,NA,pollen,3965,NA,Vascular plants,pollen,Bunium-type,UPHE,197,6
NISP,NA,pollen,3988,NA,Vascular plants,pollen,Scilla-type,UPHE,23,3
NISP,NA,pollen,3990,NA,Vascular plants,pollen,Capparis,TRSH,27,8
NISP,NA,pollen,3997,NA,Vascular plants,pollen,Cedrus libani,TRSH,50,2
NISP,NA,pollen,4001,NA,Vascular plants,pollen,Centaurea jacea-type,UPHE,32,5
NISP,NA,pollen,4005,NA,Vascular plants,pollen,Centaurea nigra-type,UPHE,30,2
NISP,NA,pollen,4013,NA,Vascular plants,pollen,Centaurea nemecii-type,UPHE,3,1
NISP,NA,pollen,4023,NA,Vascular plants,pollen,Centaurea collina-type,UPHE,1,1
NISP,NA,pollen,4055,NA,Vascular plants,pollen,Rumex crispus-type,UPHE,22,2
NISP,NA,pollen,4066,NA,Vascular plants,pollen,Rumex cyprius-type,UPHE,90,2
NISP,NA,pollen,4067,NA,Vascular plants,pollen,Rumex patientia-type,UPHE,17,1
NISP,NA,pollen,4080,NA,Vascular plants,pollen,Papaver-type,UPHE,18,3
NISP,NA,pollen,4081,NA,Vascular plants,pollen,cf. Papaveraceae,UPHE,2,1
NISP,NA,pollen,4090,NA,Vascular plants,pollen,Phillyrea-type,TRSH,66,1
NISP,NA,pollen,4115,NA,Vascular plants,pollen,Digitalis,UPHE,2,1
NISP,NA,pollen,4162,NA,Vascular plants,pollen,Cladium mariscus,AQVP,32,3
NISP,NA,pollen,4165,NA,Vascular plants,pollen,Colchicum,UPHE,9,4
NISP,NA,pollen,4201,NA,Vascular plants,pollen,Cynoglossum,UPHE,2,2
NISP,NA,pollen,4202,NA,Vascular plants,pollen,Cynoglossum-type,UPHE,7,3
NISP,NA,pollen,4214,NA,Vascular plants,pollen,Daphne/Thymelaea,TRSH,1,1
NISP,NA,pollen,4216,NA,Vascular plants,pollen,Thymelaea,TRSH,26,4
NISP,NA,pollen,4217,NA,Vascular plants,pollen,cf. Thymelaeaceae,TRSH,2,1
NISP,NA,pollen,4218,NA,Vascular plants,pollen,Datisca cannabina,UPHE,20,1
NISP,NA,pollen,4219,NA,Vascular plants,pollen,Datisca,UPHE,15,1
NISP,NA,pollen,4230,NA,Vascular plants,pollen,Dipsacus-type,UPHE,10,2
NISP,NA,pollen,4238,NA,Vascular plants,pollen,Echium-type,UPHE,14,3
NISP,NA,pollen,4240,NA,Vascular plants,pollen,Onosma-type,UPHE,13,4
NISP,NA,pollen,4250,NA,Vascular plants,pollen,Erica arborea,TRSH,29,2
NISP,NA,pollen,4286,NA,Vascular plants,pollen,Euphrasia-type,UPHE,1,1
NISP,NA,pollen,4290,NA,Vascular plants,pollen,Filago-type,UPHE,149,7
NISP,NA,pollen,4299,NA,Vascular plants,pollen,Frankenia,TRSH,1,1
NISP,NA,pollen,4301,NA,Vascular plants,pollen,Fraxinus excelsior-type,TRSH,12,1
NISP,NA,pollen,4308,NA,Vascular plants,pollen,Gagea-type,UPHE,2,1
