units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,samples,sites
NISP,NA,pollen,2313,NA,Vascular plants,pollen,Violaceae,UPHE,6,2
NISP,NA,pollen,2537,NA,Vascular plants,pollen,Heracleum,UPHE,5,2
NISP,NA,pollen,2566,NA,Vascular plants,pollen,Montia,UPHE,16,3
NISP,NA,pollen,2623,NA,Vascular plants,pollen,Lithocarpus-type,TRSH,1,1
NISP,NA,pollen,2627,NA,Vascular plants,pollen,Delphinium,UPHE,7,4
NISP,NA,pollen,2652,NA,Vascular plants,pollen,Aster,UPHE,4,1
NISP,NA,pollen,2659,NA,Vascular plants,pollen,Cichorium-type,UPHE,37,1
NISP,NA,pollen,2944,NA,Vascular plants,pollen,Caltha palustris,AQVP,1,1
NISP,NA,pollen,2945,NA,Vascular plants,pollen,Fragaria,UPHE,2,2
NISP,NA,pollen,2962,NA,Vascular plants,pollen,Purshia-type,TRSH,7,1
NISP,NA,pollen,2965,NA,Vascular plants,pollen,Chrysolepis-type,TRSH,4,1
NISP,NA,pollen,2966,NA,Vascular plants,pollen,Shepherdia canadensis-type,TRSH,5,1
NISP,NA,pollen,2968,NA,Vascular plants,pollen,Eriogonum-type,UPHE,4,1
NISP,NA,pollen,2969,NA,Vascular plants,pollen,Garrya-type,TRSH,3,1
NISP,NA,pollen,2970,NA,Vascular plants,pollen,Hydrophyllaceae-type,UPHE,11,2
NISP,NA,pollen,2971,NA,Vascular plants,pollen,Valerianella-type,UPHE,4,1
NISP,NA,pollen,3124,NA,Vascular plants,pollen,Ranunculus aquatilis-type,AQVP,57,2
NISP,NA,pollen,3132,NA,Vascular plants,pollen,Rosaceae (>20 µm),UPHE,75,4
NISP,NA,pollen,3133,NA,Vascular plants,pollen,Rosaceae (<20 µm),UPHE,137,4
NISP,NA,pollen,3147,NA,Vascular plants,pollen,Coptis aspleniifolia,UPHE,37,2
NISP,NA,pollen,3148,NA,Vascular plants,pollen,Gentiana douglasiana,UPHE,6,1
NISP,NA,pollen,3160,NA,Vascular plants,pollen,Ligusticum,UPHE,62,3
NISP,NA,pollen,3161,NA,Vascular plants,pollen,Pinus contorta,TRSH,289,5
NISP,NA,pollen,3163,NA,Vascular plants,pollen,Menyanthaceae,AQVP,68,3
NISP,NA,pollen,3180,NA,Vascular plants,pollen,Erodium,UPHE,2,1
NISP,NA,pollen,3204,NA,Vascular plants,pollen,Physalis,UPHE,2,1
NISP,NA,pollen,3399,NA,Vascular plants,pollen,Corylus-type,TRSH,1,1
NISP,NA,pollen,3468,NA,Vascular plants,pollen,Potamogetonaceae,AQVP,112,7
NISP,NA,pollen,3474,NA,Vascular plants,pollen,Quercus garryana,TRSH,88,2
NISP,NA,pollen,3477,NA,Vascular plants,pollen,Plectritis,UPHE,25,1
NISP,NA,pollen,3478,NA,Vascular plants,pollen,Nuphar polysepala,AQVP,113,3
NISP,NA,pollen,3482,NA,Vascular plants,pollen,Delphinium-type,UPHE,4,2
NISP,NA,pollen,3555,NA,Vascular plants,pollen,Hippocastanoideae,TRSH,32,3
NISP,NA,pollen,3561,NA,Vascular plants,pollen,Aconitum-type,UPHE,1,1
NISP,NA,pollen,3604,NA,Vascular plants,pollen,Alnus viridis subsp. sinuata,TRSH,242,6
NISP,NA,pollen,3605,NA,Vascular plants,pollen,Alnus viridis subsp. sinuata-type,TRSH,134,3
NISP,NA,pollen,3606,NA,Vascular plants,pollen,Alnus viridis subsp. crispa,TRSH,74,2
NISP,NA,pollen,3607,NA,Vascular plants,pollen,Alnus viridis subsp. crispa-type,TRSH,94,1
NISP,NA,pollen,3721,NA,Vascular plants,pollen,Picea sitchensis,TRSH,147,2
NISP,NA,pollen,3725,NA,Vascular plants,pollen,Abies undiff.,TRSH,17,1
NISP,NA,pollen,3784,NA,Vascular plants,pollen,Angelica-type,UPHE,35,3
NISP,NA,pollen,3834,NA,Vascular plants,pollen,Arbutus,TRSH,31,1
NISP,NA,pollen,3937,NA,Vascular plants,pollen,Betula/Corylus,TRSH,2,1
NISP,NA,pollen,3988,NA,Vascular plants,pollen,Scilla-type,UPHE,1,1
NISP,NA,pollen,4132,NA,Vascular plants,pollen,Cicuta-type,UPHE,70,1
NISP,NA,pollen,4242,NA,Vascular plants,pollen,Empetrum nigrum,TRSH,4,1
NISP,NA,pollen,4440,NA,Vascular plants,pollen,cf. Liliaceae,UPHE,1,1
NISP,NA,pollen,4505,NA,Vascular plants,pollen,Malus,TRSH,5,2
NISP,NA,pollen,4565,NA,Vascular plants,pollen,Nephrophyllidium crista-galli,AQVP,18,1
NISP,NA,pollen,4641,NA,Vascular plants,pollen,Plantago-type,UPHE,14,1
NISP,NA,pollen,4868,NA,Vascular plants,pollen,Taraxacum-type,UPHE,77,1
NISP,NA,pollen,4896,NA,Vascular plants,pollen,Typha (tetrad) undiff.,AQVP,7,2
NISP,NA,pollen,5070,NA,Vascular plants,pollen,Chenopodium,UPHE,4,1
NISP,NA,pollen,5086,NA,Vascular plants,pollen,Antennaria,UPHE,6,1
NISP,NA,pollen,5166,NA,Vascular plants,pollen,Anthemis,UPHE,7,1
NISP,NA,pollen,5192,NA,Vascular plants,pollen,Oenanthe,AQVP,10,1
NISP,NA,pollen,5385,NA,Vascular plants,pollen,Erigeron,UPHE,1,1
NISP,NA,pollen,5651,NA,Vascular plants,pollen,Ribes-type,TRSH,2,1
NISP,NA,pollen,5662,NA,Vascular plants,pollen,Potamogetonaceae undiff.,AQVP,11,1
NISP,NA,pollen,5665,NA,Vascular plants,pollen,Potamogetonaceae-type,AQVP,26,2
NISP,NA,pollen,5697,NA,Vascular plants,pollen,Valerianaceae undiff.,UPHE,10,1
NISP,NA,pollen,5742,NA,Vascular plants,pollen,Holodiscus-type,UPHE,2,2
NISP,NA,pollen,5773,NA,Vascular plants,pollen,Pinus monticola,TRSH,199,5
NISP,NA,pollen,5775,NA,Vascular plants,pollen,Valeriana sitchensis,UPHE,18,1
NISP,NA,pollen,7655,NA,Vascular plants,pollen,Sarcobatus,TRSH,219,7
NISP,NA,pollen,9504,NA,Vascular plants,pollen,Rumex/Oxyria,UPHE,2,2
NISP,NA,pollen,9505,NA,Vascular plants,pollen,Menyanthes,AQVP,11,2
NISP,NA,pollen,9506,NA,Vascular plants,pollen,Brasenia,AQVP,12,2
NISP,NA,pollen,9509,NA,Vascular plants,pollen,Hippuris,AQVP,5,1
NISP,NA,pollen,9517,NA,Vascular plants,pollen,Bistorta,UPHE,3,1
NISP,NA,pollen,9520,NA,Vascular plants,pollen,Polygonum sensu lato,UPHE,1,1
NISP,NA,pollen,9521,NA,Vascular plants,pollen,Polygonum sensu lato undiff.,UPHE,149,5
NISP,NA,pollen,9529,NA,Vascular plants,pollen,Caprifoliaceae sensu lato undiff.,TRSH,8,1
NISP,NA,pollen,9532,NA,Vascular plants,pollen,Malvaceae sensu stricto,UPHE,3,2
NISP,NA,pollen,9576,NA,Vascular plants,pollen,Abies lasiocarpa,TRSH,117,1
NISP,NA,pollen,9577,NA,Vascular plants,pollen,Abronia latifolia,UPHE,1,1
NISP,NA,pollen,9582,NA,Vascular plants,pollen,Agoseris glauca-type,UPHE,5,1
NISP,NA,pollen,9586,NA,Vascular plants,pollen,Amsinckia,UPHE,2,1
NISP,NA,pollen,9609,NA,Vascular plants,pollen,Purshia,TRSH,2,1
NISP,NA,pollen,9610,NA,Vascular plants,pollen,Purshia tridentata,TRSH,38,1
NISP,NA,pollen,9730,NA,Vascular plants,pollen,Mentzelia,UPHE,3,2
NISP,NA,pollen,9736,NA,Vascular plants,pollen,Myriophyllum sibiricum,AQVP,5,1
NISP,NA,pollen,9774,NA,Vascular plants,pollen,Typhaceae,AQVP,21,1
NISP,NA,pollen,9799,NA,Vascular plants,pollen,Solidago canadensis,UPHE,4,1
NISP,NA,pollen,20084,NA,Vascular plants,pollen,Typha (tetrad),AQVP,1,1
NISP,NA,pollen,23775,NA,Vascular plants,pollen,Cichorioideae undiff.,UPHE,5,1
NISP,NA,pollen,23844,NA,Vascular plants,pollen,Salix sp.,TRSH,37,1
NISP,NA,pollen,26972,NA,Vascular plants,pollen,Rhododendron-type,TRSH,67,1
NISP,NA,pollen,27019,NA,Vascular plants,pollen,Ledum-type,TRSH,53,1
NISP,NA,pollen,33582,NA,Vascular plants,pollen,Koenigia alaskana,UPHE,3,1
NISP,NA,pollen,38763,NA,Vascular plants,pollen,Heracleum lanatum,UPHE,3,2
NISP,NA,pollen,38773,NA,Vascular plants,pollen,Erythranthe guttata,UPHE,1,1
NISP,NA,pollen,39214,NA,Vascular plants,pollen,Drosera anglica-type,AQVP,2,1
NISP,NA,pollen,41569,NA,Vascular plants,pollen,Polygonum douglasii-type,UPHE,2,1
NISP,NA,pollen/spore,296,NA,Unidentified palynomorphs,pollen/spore,Unknown undiff.,UNID,83,1
NISP,NA,pollen/spore,312,NA,Unidentified palynomorphs,pollen/spore,Indeterminable,UNID,1479,36
NISP,NA,pollen/spore,313,NA,Unidentified palynomorphs,pollen/spore,Unknown,UNID,1522,43
NISP,NA,pollen/spore,1252,NA,Unidentified palynomorphs,pollen/spore,Unknown (type A),UNID,39,2
NISP,NA,pollen/spore,1408,NA,Plants undiff.,pollen/spore,Other plants,UNID,150,2
NISP,NA,pollen/spore,1414,NA,Unidentified palynomorphs,pollen/spore,Unknown/Indeterminable,UNID,24,1
NISP,NA,pollen/spore,1470,NA,Unidentified palynomorphs,pollen/spore,Unknown (type B),UNID,7,1
NISP,NA,pollen/spore,2964,NA,Unidentified palynomorphs,pollen/spore,Unknown/Indeterminable undiff.,UNID,29,3
NISP,NA,pollen/spore,3182,NA,Unidentified palynomorphs,pollen/spore,Unknown (periporate),UNID,1,1
NISP,NA,pollen/spore,34334,NA,Unidentified palynomorphs,pollen/spore,Indeterminable (corroded),UNID,11,1
NISP,NA,spore,10,NA,Vascular plants,spore,Adiantum,VACR,3,2
NISP,NA,spore,26,NA,Vascular plants,spore,Athyrium,VACR,82,5
NISP,NA,spore,33,NA,Vascular plants,spore,Botrychium,VACR,62,11
NISP,NA,spore,83,NA,Vascular plants,spore,Dryopteris-type,VACR,553,12
NISP,NA,spore,91,NA,Vascular plants,spore,Equisetum,VACR,674,35
NISP,NA,spore,108,NA,Vascular plants,spore,Polypodiophyta undiff.,VACR,68,1
NISP,NA,spore,139,NA,Vascular plants,spore,Isoëtes,AQVP,668,23
NISP,NA,spore,166,NA,Vascular plants,spore,Lycopodiaceae undiff.,VACR,2,2
NISP,NA,spore,168,NA,Vascular plants,spore,Lycopodium annotinum,VACR,13,5
NISP,NA,spore,170,NA,Vascular plants,spore,Lycopodium clavatum,VACR,18,5
NISP,NA,spore,172,NA,Vascular plants,spore,Lycopodiella inundata,VACR,11,3
NISP,NA,spore,174,NA,Vascular plants,spore,Lycopodium obscurum,VACR,3,1
NISP,NA,spore,175,NA,Vascular plants,spore,Huperzia selago,VACR,41,3
NISP,NA,spore,184,NA,Unidentified palynomorphs,spore,Unknown (monolete) undiff.,UNID,25,1
NISP,NA,spore,234,NA,Vascular plants,spore,Polypodiaceae,VACR,342,11
NISP,NA,spore,247,NA,Vascular plants,spore,Pteridium-type,VACR,421,10
NISP,NA,spore,286,NA,Vascular plants,spore,Selaginella,VACR,269,24
NISP,NA,spore,294,NA,Bryophytes,spore,Sphagnum,AQBR,341,22
NISP,NA,spore,296,NA,Unidentified palynomorphs,spore,Unknown undiff.,UNID,38,1
NISP,NA,spore,305,NA,Unidentified palynomorphs,spore,Unknown (trilete) undiff.,UNID,65,2
NISP,NA,spore,321,NA,Vascular plants,spore,Woodsia,VACR,2,1
NISP,NA,spore,339,NA,Unidentified palynomorphs,spore,Unknown (trilete),UNID,173,8
NISP,NA,spore,348,NA,Unidentified palynomorphs,spore,Unknown (monolete),UNID,716,16
NISP,NA,spore,502,NA,Vascular plants,spore,Cheilanthes,VACR,3,3
NISP,NA,spore,504,NA,Vascular plants,spore,Gymnocarpium,VACR,60,1
NISP,NA,spore,505,NA,Vascular plants,spore,Lycopodium-type,VACR,1,1
NISP,NA,spore,508,NA,Vascular plants,spore,Ophioglossum,VACR,18,1
NISP,NA,spore,509,NA,Vascular plants,spore,Osmunda,VACR,11,2
NISP,NA,spore,510,NA,Vascular plants,spore,Selaginella densa-type,VACR,31,2
NISP,NA,spore,548,NA,Vascular plants,spore,Botrychium simplex,VACR,7,1
NISP,NA,spore,573,NA,Vascular plants,spore,Athyrium filix-femina,VACR,232,6
NISP,NA,spore,604,NA,Vascular plants,spore,Cystopteris,VACR,22,4
NISP,NA,spore,605,NA,Vascular plants,spore,Cystopteris fragilis,VACR,13,1
NISP,NA,spore,613,NA,Vascular plants,spore,Dryopteris,VACR,222,12
NISP,NA,spore,648,NA,Vascular plants,spore,Diphasiastrum complanatum,VACR,30,1
NISP,NA,spore,650,NA,Vascular plants,spore,Lycopodium annotinum-type,VACR,1,1
NISP,NA,spore,677,NA,Vascular plants,spore,Pteridophyta,VACR,26,2
NISP,NA,spore,720,NA,Vascular plants,spore,Pteridium aquilinum,VACR,348,6
NISP,NA,spore,749,NA,Vascular plants,spore,Selaginella rupestris,VACR,2,1
NISP,NA,spore,750,NA,Vascular plants,spore,Selaginella selaginoides,VACR,74,6
NISP,NA,spore,754,NA,Unidentified palynomorphs,spore,Unknown (alete),UNID,86,3
NISP,NA,spore,799,NA,Vascular plants,spore,Polypodiophyta (monolete),VACR,43,1
NISP,NA,spore,807,NA,Vascular plants,spore,Pteridium,VACR,1287,35
NISP,NA,spore,835,NA,Vascular plants,spore,Polypodium,VACR,495,21
NISP,NA,spore,837,NA,Vascular plants,spore,Dennstaedtia,VACR,1,1
NISP,NA,spore,851,NA,Vascular plants,spore,Botrychium virginianum,VACR,2,1
NISP,NA,spore,948,NA,Vascular plants,spore,Adiantum pedatum,VACR,7,2
NISP,NA,spore,951,NA,Vascular plants,spore,Botrychium multifidum,VACR,1,1
NISP,NA,spore,957,NA,Vascular plants,spore,Polypodiophyta (monolete) undiff.,VACR,18,1
NISP,NA,spore,964,NA,Vascular plants,spore,Polystichum,VACR,40,6
NISP,NA,spore,986,NA,Vascular plants,spore,Selaginella densa,VACR,59,6
NISP,NA,spore,1068,NA,Vascular plants,spore,Botrychium-type,VACR,23,1
NISP,NA,spore,1168,NA,Bryophytes,spore,Bryophyta,UPBR,15,3
NISP,NA,spore,1180,NA,Vascular plants,spore,Lycopodiaceae,VACR,197,15
NISP,NA,spore,1186,NA,Vascular plants,spore,Cryptogramma,VACR,115,8
NISP,NA,spore,1187,NA,Vascular plants,spore,Selaginella undiff.,VACR,1,1
NISP,NA,spore,1243,NA,Bryophytes,spore,Bryophyta undiff.,UPBR,1,1
NISP,NA,spore,1410,NA,Vascular plants,spore,Selaginella wallacei,VACR,21,2
NISP,NA,spore,1422,NA,Vascular plants,spore,Selaginella wallacei-type,VACR,47,1
NISP,NA,spore,1433,NA,Fungi,spore,Tilletia,FUNG,12,1
NISP,NA,spore,1489,NA,Fungi,spore,Sporormiella,FUNG,4,2
NISP,NA,spore,1695,NA,Vascular plants,spore,Pteridophyta (trilete),VACR,70,3
NISP,NA,spore,2027,NA,Vascular plants,spore,Pteridophyta undiff.,VACR,12,1
NISP,NA,spore,2299,NA,Vascular plants,spore,Polypodiaceae undiff.,VACR,150,6
NISP,NA,spore,2301,NA,Vascular plants,spore,Polypodium vulgare,VACR,48,1
NISP,NA,spore,2621,NA,Vascular plants,spore,Athyrium-type,VACR,33,1
NISP,NA,spore,2642,NA,Vascular plants,spore,Huperzia,VACR,2,1
NISP,NA,spore,2660,NA,Vascular plants,spore,Cryptogramma crispa,VACR,5,2
NISP,NA,spore,3114,NA,Vascular plants,spore,Pteridophyta (monolete),VACR,238,5
NISP,NA,spore,3429,NA,Vascular plants,spore,Thelypteris,VACR,34,3
NISP,NA,spore,4989,NA,Vascular plants,spore,Blechnum spicant,VACR,7,1
NISP,NA,spore,5011,NA,Vascular plants,spore,Lycopodium,VACR,104,11
NISP,NA,spore,5013,NA,Vascular plants,spore,Lycopodium undiff.,VACR,19,2
NISP,NA,spore,5024,NA,Vascular plants,spore,Polypodium vulgare-type,VACR,36,1
NISP,NA,spore,5406,NA,Bryophytes,spore,Polytrichum,AQBR,46,2
NISP,NA,spore,9538,NA,Vascular plants,spore,Leptosporangiatae,VACR,79,2
NISP,NA,spore,9541,NA,Vascular plants,spore,Polypodiales (monolete),VACR,13,1
NISP,NA,spore,9542,NA,Vascular plants,spore,Polypodiales (trilete),VACR,16,1
NISP,NA,spore,9775,NA,Vascular plants,spore,Equisetaceae,VACR,40,2
NISP,NA,spore,9778,NA,Vascular plants,spore,Polystichum munitum,VACR,2,1
NISP,NA,spore,37449,NA,Vascular plants,spore,Triletes undiff.,PTER,14,1
NISP,NA,spore,37863,NA,Vascular plants,spore,Monoletes (psilate),PTER,52,1
NISP,NA,spore,39467,NA,Vascular plants,spore,Monoletes undiff.,PTER,38,1
NISP,NA,volume,276,NA,Laboratory analyses,volume,Sample quantity,LABO,50,1
cm^3,NA,volume,276,NA,Laboratory analyses,volume,Sample quantity,LABO,113,2
g,NA,dry mass,276,NA,Laboratory analyses,dry mass,Sample quantity,LABO,30,1
grains/ml,NA,concentration,96,NA,Laboratory analyses,concentration,Eucalyptus suspension,LABO,59,1
grains/ml,NA,concentration,930,NA,Laboratory analyses,concentration,Lycopodium tablets,LABO,178,2
grains/ml,NA,concentration,932,NA,Laboratory analyses,concentration,Lycopodium spike,LABO,30,1
grains/ml,NA,concentration,5462,NA,Laboratory analyses,concentration,Spike suspension,LABO,30,1
grains/tablet,NA,concentration,97,NA,Laboratory analyses,concentration,Eucalyptus tablets,LABO,3,1
grains/tablet,NA,concentration,930,NA,Laboratory analyses,concentration,Lycopodium tablets,LABO,822,17
grains/tablet,NA,concentration,2324,NA,Laboratory analyses,concentration,Lycopodium suspension,LABO,49,1
grains/tablet,NA,concentration,2635,NA,Laboratory analyses,concentration,Spike tablets,LABO,99,1
ml,NA,quantity added,96,NA,Laboratory analyses,quantity added,Eucalyptus suspension,LABO,164,2
ml,NA,quantity added,932,NA,Laboratory analyses,quantity added,Lycopodium spike,LABO,30,1
ml,NA,quantity added,5462,NA,Laboratory analyses,quantity added,Spike suspension,LABO,30,1
ml,NA,volume,276,NA,Laboratory analyses,volume,Sample quantity,LABO,1292,23
ml,NA,volume examined,276,NA,Laboratory analyses,volume examined,Sample quantity,LABO,19,1
number,NA,counted,95,NA,Laboratory analyses,counted,Eucalyptus spike,LABO,247,5
number,NA,counted,932,NA,Laboratory analyses,counted,Lycopodium spike,LABO,1876,36
number,NA,counted,1305,NA,Laboratory analyses,counted,Spike,LABO,227,4
number,NA,fragment,1062,NA,Charcoal,fragment,Charcoal,CHAR,132,4
number,NA,quantity added,95,NA,Laboratory analyses,quantity added,Eucalyptus spike,LABO,75,1
number,NA,quantity added,97,NA,Laboratory analyses,quantity added,Eucalyptus tablets,LABO,3,1
number,NA,quantity added,930,NA,Laboratory analyses,quantity added,Lycopodium tablets,LABO,1161,22
number,NA,quantity added,932,NA,Laboratory analyses,quantity added,Lycopodium spike,LABO,53,2
number,NA,quantity added,2635,NA,Laboratory analyses,quantity added,Spike tablets,LABO,99,1
number/tablet,NA,concentration,930,NA,Laboratory analyses,concentration,Lycopodium tablets,LABO,112,2
